g6,n,lam1,mu,gap1,lam2,hc,gap2,pi,diam,k,delta_k,gap3
~?@Na@BPAG?O??IY?g_G??tGo?WOaJC?@?W?@@Q?OB?AG?C`Ak[HH?R?w?CCAm?BCbS?A_c@XA[LEG@@?GAOO@bGN?c?GO?I?s?@OC??E_?O?MA?_?ASDEL?eAAdqoW??]`A?KG?CGC@D??@WOAA??PSO?SPc?o?@??_wp@HAA??e[O?g??@@B?PE??hCRdO???I?_A[AoaCQCA_g??a?sIEO?C?_SAG?ABKO?cAoHH?CE???FaA?S??C???g@??CWOGABcoPCOD?_OKGA[O?Q?o?G?Y?oa`Q?PO_IYKo_gCOU@?AO?G@_C`?GcPQAo`?CpA?VO?OG@HQ?OgO??EPO??ID_`qS?BC?C?G?_c@?QCDLO@Q?IEIHHGQE?jW@`?G_KG??cs??AeY?C??@g@iE?@gPMACAX?pBoHCSAXG?Ac_i?C`CbCACGG??BcMAG?_gG@_CC@@??Q?XGg??sKA?@QWONCPWJbB@aucoAEu??????_??_oBOg@?C??@@?EB`A_??,79,17.06587080188461,39,-46.234109935556766,6.421244150736419,38.4762474010397,-32.05500325030328,1.705128205128205,3,2,4.71991493658464,-6.4250431417128455
~?@O??@????A??_???O????G?G???A???C?_???????@?A@??????G?_@????a??o?_??O?_?????@??????G??G?G?CpOO_C???_O???????C?????OA????o?????O????O?a??O???O?G???????C?????A?_C????_G??_AGC@????AG??????????????????_?_?????_???O????????G????O?GP?C??O????????@???GC?Q?@?@C??C?a?????????C??????????G?@????C??????C???A??????O???CC??_??_?A????O_?_A???DCGC?????????@o?????????@???@?@C???OA??G???C????G???G_?G?????A????OB?S?OAA??C???????C?GGgCOC?@????_A??O?A?G???A???O??AO??I??G?AGG@?_G??A???`?W??????@??????@??D?__???G??O????????C_???C???????????????P??,80,5.657177782166149,40,-35.76898336485056,3.8179738837820842,36.63299086534381,-32.815016981561726,2.430379746835443,6,4,4.409834663801198,-6.840214410636641
~?@Qda}|Fpj@YGvlj]lSSQB??PEkeQgNrUVlIg^G|btUji_XO`Yu\Pq~mDgYVMzF?^WQPG@zdw[vBdRovdFMm|crBoKotl}XZrzSbesrTvmV{iE^cDKPbiNnyyNXhHJ`|y^VT^~vCp~Q{R}w\^RGTg[AlFNvdje}J\NK^omVImFBKTMrrhBuwj{M\JZkvTwDsmQvZI_WZ^W{Z@QvAr~|{?w]@ic~vCldHWL~CgWdRtRVJpj_rLnWt?~yPfxifx`r?vJMRy~JvnhQPkynvMuwit[O@}noIxdnh]hdfteiDonLyqJ~Bv^^lKlhIu~M\MbEK]fR~}}KgbAq`Nhxz}PlT_DD?ijptGRLOBemZ_Lm~rOUQULNdfh\p}wVNzvyFME|Aj|QkaFnmlIIq}wTtIZZ~~\LJD]sZE{zj^`Rp`KVnvEmp[zz^A\l^UtLDg|^lvKJ`V\nlSy?ef{jQsRUXKTY~]f~Brmwr`ZrYxRLXIBp\GyI?{|]N~qVB|dbGGQjr~kgBPJPGSupnD\Y_y]pbjKlvqu^qb~J]p|fYp[\l?wFFwJ|s?,82,44.66318122799886,41,-75.66318122799886,7.736577373569924,40.776385714835286,-33.03980834126536,1.345679012345679,2,1,117.9783220131909,-119.32400102553659
~?@RCG?`?I?HI@@CG@G??_?G@???CA???G??pa?@`_C?@[WOO????gOO???O?EW?QCSG_?OCAW?WBHA?Q?AC__@_?B`???A???K?O?GC?O?As???Ao_O@@w?CA??CLC?O????@?@?E?O@_@_?C`@GWACOC?GG??OCG?aCGC?AA?HOECG????O_?d??ACTOY?AOA?B?OC?@?RGAcCTGCKG@???O@??J?O?Q?P???K@Cc@?i?o?G?@???C?_?OH_@@?_O?O_?O?C?D?_?_?GC?O?O??DH????OAC??KH_Fg`?@?HGoSp?O_CoC@_A?CO@ACN?_??@?_@LGOCA?_?I@???GHD@sOC@?OO??????@A_O?J?C??A?oG?G?gA?X`?G??Q??WC?@?W?C?_?[A??Q?OG?__?OAOB_C_G?_?_??@Q?DGOG_????@P??ADD?????AC_G?Qs?C??cT???????OG?GW??__o?PX?@AP@C?_?HgE???Ca_?A???g??@PKQ?B?@???PA@d?O??G?I`B_@?@CC?G`@?GCQE??AK?OC?I?GdCGEG????CC`?,83,12.465351852645508,41,-43.409966714508094,5.972609362999763,40.273953950763435,-34.30134458776367,1.7439024390243902,3,2,5.029954315311625,-6.773856754336015
~?@S_?@OIgmO_G@I??A_EHOX?gCE__P?B??q@???B_`?O@GcbIC???_`??raO?AO???PdHGOG?HGPoBWGaADE??C??oKO?@???_QHR?D?C??A_GOXGAAGG_qUP@_?caCCOO???AA_?}Ko[AoRL_?Ig?EGKGGW?eE@ZAE?WQA?D_O?QUO?O@G@AGOA?aG?OEK?D?AOE_e_M?_O@CG?Q????Bac@agGG?@OCeW`Y?BOC?@DBiTJG?U?ASFtoDOG?M?Gy?cCGA?Ca?O?D_SeGS?W?A?CpGAQDAC???_B???AUG@OGA??A?_@_WCE?WcQGC?B_XYCgo_TGg?IHO?G?@OHQ@?R_CCo?SKY@ba????@g@?OGO?aoQ??O??TD_LOApCIgB?G?_@@GEyO?U??EH@DG?C?_?`A?OdOS?O?A?@GpHa_@@KOA`H?G_a??Y@EA?_@_?CFcgaP?eT?DgCb?aYQCGcO@_@a??@GAk?D?C?_ko?oQKOBGAaK_JC?W_A??AG?oG?S?c?O??_S?cB?OQ????GPCAl_ClgB??FAOC???QAIS?AD??C_@FB??A@_C?P?C?_S?CBS,84,17.622599742158357,42,-49.51216616301406,7.1853653394944645,41.002350636919246,-33.81698529742478,1.6746987951807228,3,2,5.2938313462423086,-6.968530141423031
~?@TE`C?AQ@?HQCO_B@HOOg??hA?G??`AC?YC??@OOS?DC?IcC?@WK@?C_Ap?AH]OSG?a@gGaGOg??K?aGDCG?A@`A@WS?CB?GO_AqAcOg?IG@BA_???CaCGGC?O?@?AOQ??A[??CWAQG_?P?IW_??G??DQ?dD_CAECCTIH???q??A????DK?X@?GOCg?B?@`@hCS??W@_?aOCP_GC?gg???`@wXG???GW?HAK?_g?ssOGG@OCOOG?gs?C?Lw??AAA`EG?OdG@A_GXg?_eGt?BEyBaO_FIEQ@@Dp@MQ??g?O?@CQ?GK?AA????O?wOCJ?`_`R`?Wd?C?aGA?gS@WUC??EGB@_Qb?vBC??___C?ewC`G?oCDdOWBA?OGG?PCO_?QC?GOSKg?OB?E?B?OI__D??OK`?@wQ[H_?EQ?AO?O``CEGqO?PA`??Ih@G__XCG@oPw?OC@D_P@??B?@@?@d?_[I_aA__K_??OG??GB@B???PG_?GP@?MCCckgjSwC_QO?@iBG?GOGcOAGaC?GA?q?PGDEA??Rx?OG?O`?AAO?P_GS@CAPCCBNOO@?GSGHSh__???`ECgGAA?@?cG@OO@,85,17.607039345121933,42,-49.441887955210255,6.300315416578644,41.457892006201114,-35.15757658962247,1.6666666666666667,3,2,4.832733155767745,-6.499399822434412
~?@U`JoaAs[CY}bdJ}AoAY@Vo\QSmEOi?ACVS?OI_Gc??GkD?sCWhOXHOWYTDCPEO`LXlAG[tEYCCFS?aMEk^o?q`_WnGCDIGb_BcDAK_ICOD_W@_AcS?EH@dOSK?YNBGhU?L@_YGA[w|OaPQ`WClchb`cdDsKxb|GEOGCWETCQCmEd_[AAU?P@[Cc_H_p@D\tcAia`_^o?_AWkHODI{??_IWyZDTo_??XS|UL?II?GeAOH?C`g[fpfADSyHWEXoCsSoCsDqQOGTHo\IkKAfBgPSGa_GAdCEq@LwxTJ?Ie?@gQR`f?E@FwH]@bH@BOaR?`S@cGMBEwBAyJ?U?G?WAkGOHc@COGdO[_A?HLS`Ooc[A@HPS\yvQ?HPO@RGOoARaNj?PiiEam?GRPLu_sT?CA@a?kFXSObW?GF`MbKrB?PBD_tfUG?`r?DC?DPEAYAeuOCUCP}D@OAaXf__k_@HJKCHpKA`FF_DOo_S@ChWuTXAAtA\eAdeCwa\aHS]`Kh@eG@?WagbCC\S?NGXIQA?P@ggG_uNP_XB_FCx@ASGKOUClKBAACdZItMN?JXCiQ@NA]JmAWW@YqEQ@D??@]pDyTo`I?GGCo@SC?CCO?,86,29.06838739658852,43,-61.848842939295636,8.142840820726022,42.41697064005218,-34.274129819326156,1.5411764705882354,3,2,6.6008040605068965,-8.141980531095133
~?@VQtCI@jZfS|Xp]hAVZVCOcbiDNAFjIWjM^gwc[roOREQCNmWSD}?glPkIDHJ|?ar_Pc_rG_XDOGg\AENIq[IaQoyK[WK^X`DUXPS_HD@__W~@?iDpMcdhuWcMtlDFsWRX`@ncbrryZJwO?ma@TmsaSsOpSWPONwU@WSfbbYBz@G?qA{XLawtG[KQ@MY{QI?OXLmL?eOR^^BPKn^SPJMUDdhDXwDisCk[QS@Q`hAr@ISjqehNhf@llJhFPieO[LsY\CPh`KDkK@GY[XhXW`j?mIW_wjj^WGTCOogK@xecTEvWgAHO`p[sO_k?CdDd]WQ@c]{J??TgpCgZGcojGrnE`hePMw_B`JXFEkqhgpBo?lyGG@UaD[eBPl_Q?JQzp?Ua_^YCgaEksxgXxyY_qghAHNfWocI]XwcUI?fg?gTeP]cio?Cp_iQRyleTRx?MIES_??_VFIX@?l[iFgVQ_a_o@EAp_C@Id@i`GCahGvvAMEkwueqhM@Ac?ZfJHE{B?WfCXE@y]EcDhB|ra?QIWINxaTMKYi`?^wqQbP?NrhSIg~XG@GYRWsOYKa@FKScoAUHrDwgnE`psUb|M_y|_suKQSFe@jwa@SuD@A?@u}kdi]wwOyo@j?,87,35.97206970850837,43,-68.69845121301267,8.193242900878156,43.080167898665586,-34.88692499778743,1.441860465116279,2,1,136.83487622164307,-138.27673668675936
~?@WRFTIIfBiKzpjYxIC~D_@j{hK?Y[Hfkr\n@aKST[th^E{BLYJap`\g]rhwUgMC_NAu~k\?PaDC_WkRF{BbNXKxB__MbyAaGsKr{ou|}FKSDT^[wG_nRT`GBVwiECUq|XSMiL^SJZ[diQbw^`EeNBS\d`vW[HIpGKHqDyOqktg]thEspNycS\tuUuPWLsNRU@HMGmawo{{vhLs_VqCoDsBFSdkJkm?tOoQdOql}KyLXuKtcm|Kf_}YTYyAG[nWn@WOX?acPUUmg@[oT~KwrLK`\|ozEPTiW]}WgOrl`r_yj~NkYjGmbl\Edq{pAJq@{[{BqV}jEDH_jeL[Y]\iBX?uVF`^pGzB}~@Ln\|QpC[r|bI?bOYZrNObxa_DH}MSGz^qlqtCbCH?jU]ORMYDlbLMe^TDRxWCROYl[DdGZDVukvmvoqhqm_aSyKr^F?UcsiVAssd@XyXtZbmvNT@OKxsjHQrZoagNPrcKK`DxI|jm\[{MhEkG~pi?HtvOT`MU\OabOWjtgpdld|sy\yvEUo[~|rBTXGY_dvjS_@ogfJmbKtzjMWesVSOflT``qoJIiscGn@B^KghK?w@^kACeEcb}ptEuKn@Nosb{aGip?LxEv\o_tR]azPlPSj_AY^auy\,88,42.21193377931266,44,-75.88455472622384,8.30729805253535,43.75451840418241,-35.44722035164706,1.4137931034482758,2,1,132.36679413714893,-133.7805872405972
~?@XDBto`EI?J?SO__WCG@aAAJ??pEDXXB`cTKGFk@Wa?AWMAshhG_rxS@HBKN[LG^dAcdB?CWxy@?LKBBO?__K?`^jF[G?^cCXNjxP?Ql@QCba{@_Q?]?gI_SO}?I_KcZPD?SO?????_?bVdoGa?W_??@?Q?h@_h?GIABCBERG`WDC_oDWtDlCeAImIEC?CQ[BLehqtA_cCpWGw?dU_DVQBDA?hFiEQBGRNTu`laCo@PcOca?|OEWOcIQ?DQbo?_?gOC@lo__?BbWCr_OA?eO??Bq@C@gfAx?A?SO_?w_mA?A|O_cGQ?vEgaaW@PGHgKu?Disawg_DA_EEkmg@AdBbg?oYAQQ??_QG@CG?@QbtXKRJxKAx@ICcgaWDKCeFX?JDGCEYwsV_HeaPH`_GaOGACI@?crNMS?_COb@?XEw?CZT?SoDV@CCm@?_coDaNK`GSx?p?_sOh`Jc@MMLOilHTO?OY?ogdOECABUcE?Gcao@?zpg{Qp{_Z??lI@LMgSiGX?u@DhO@_oIakXAh?Gc_GQGMseOX?O__OUcdASRARwHMDGKC}GS[CLoe_DZQ?@OP?h?a_cp?_GsA?U?vCoA`eGIScW{PiCCyCKIpOHS?UQU?By`CH]AHI_I@aWlcgpF?XAOSV@lEW`qq{JO,89,28.55759691131236,44,-62.1767653916655,7.914007447144581,43.94826416652899,-36.034256719384416,1.5681818181818181,2,1,148.28506444776622,-149.85324626594803
~?@Y|skORVA_TKWAWKXh]qJo_P???{ByACaH]OmA?QSgycP]CEb??`RSa[?R?WOv^A{CABK?xXq?G?YMwM_MYEQG[KXWRGI?C?PeCfbBQ@O?KpCh|SjOA__mGnpp@?boU@Goc@I{sJUZsMdb`H?QLbLHYASo]SXn]c_PRSWuxB[?RN_XMH\W[CZ[kfem\M|USu@OElgEz`os?UD^{q@LKCGK?P_H?uosG?mHgCb?X_\B`f@k?O[G?PqSb?H?sG\pS`CNBIDoYuE]nPUPWQGzEqG@\TDDGGFis|O??O@gPX?HaOO`AQSzt?ke@sQFCT_OmBNySOp\ZOKoaOzHoIyM?f?sUEG@gRYBZE_?@CMrg[dcACQ@[?qACWIG?_QW{e`?sao?GB?FGnc`I[r_ADamAFeG}uWG@H`vO`q`JwY_GqqmBWJ?AgGmK|wY\KMmc@cGPECWatttCXGI^mCMLpi?EO[ech@N\QxC?W?LBXOr?UZ@{HD~hknSOBFYHPLi?MChQ[MWSDICjG[MjMry??`EyD_cbH?JTGAAiAqt?G{W?OP?BGEhCxtQOEGoG?G_gIe]FMA[fw_q_?M?orXL_QIY]CWM]FgdYE_WWD?n?_G@SZbDuYoCF[y?wAohP[_BGOeEUciK?Sqh?fGPd?iOFEWyHL`[gNnODIrW,90,33.837018857650435,45,-68.40303772559383,7.979489180707649,44.45514121479081,-36.475652034083154,1.4943820224719102,2,1,145.08493097803512,-146.57931300050703
~?@Z?keGWICdCIGiNcCOIgGMH_EOJA_\_o@wIC{d_wJCtY]IKDcDKPcF?A?CjG??E`R@A`O@?I_K??`?CO`TK|E@OZKs_kpsnO_IGGKSGD?X?vYp@CIoEODSOic_g?C_S`?@i?qCOSFPzaIcm?dQHGcz@gFlOQGo`C?AW@D_g_d@}wAIOC?KD@BQHbK@GOd?@AcC?G{QYHM@sX?A@SWOOx`KgPFBQlKD_[DCFjgcTO@RQB_eaVIDc`@`_OPMsogx[?XSwkg_CpCA_AH?MsD@thg_W?@YFR?HGbBUwGa?kI`Oao?jc[FOTGXC?Vf?C?{HIB?GMS?dO]cmsWeukaAQ_H`Y?XF@`ewE??GPGqfG`ao?Y{GGOSAe_IK?g?Nb`XLOG_K_D`PPTQb_h?DO@W?MBRsAzoA?ePYPKMCJK___UJG?@Bs?KI`@W?A_@?EH?PDy?RJBS@t@_GgCiOCTA?B?OGP?vBOidCG]OKCGh?JQqK@`ik_GI_[daOo@AG_GYHSGSEICHOWVFrIgAZ_pSaO?H_IBQABCErqZCh@C?_ptp_@CgGp\oGIiSAMXJ?lGUw@IEbwOGvp?_@FgPaAMHEgCrdB?CGDAQGYEA_@dCT_PDSP?_?_HHQxxJSg?B@?EI_?__XCvdx?`c@tKP@k`siwxIJ?eSA|MACPajoGbDWAP]rR_HG?,91,29.272413900273314,45,-63.785580919768165,7.938630588624742,44.89000225812481,-36.95137166950007,1.5888888888888888,2,1,151.56228253652841,-153.15117142541732
~?@[IJgw?`kAOSEcHikpHTA[Uea@l@AD`IDXcSO?g?BES[??K_CA??FGciFE?hR@?BcORaPOK`Z}b]Oazi?vhWI^OMBuaoP@Q^sTOs@cYJSMggMjdBG{?MFUQORavaVLLsGCZSsQPGwbOG?b@hGDwDeHmq@cIhoo`T{g|BEpHkJj?YaOpAUG_ACG?|~XH[M_ecPRO[sXRP?`QA@?oSjiKDR`CIPSUYoEGKOog?h@i`ETsksLgM@sFVhAC_l_eU@daHdO?btiX@wHqFh@?ANeoOX?a`BePmYVYwANS_hOHGjwG|k_ipI`x~JWn^iLsaepTOw__@tEgdUHH}Ca`SGUTGxMqC`R?`XGRiuD}bQaCmRBVPNCEfxOoBDCc[uHfFGmScCshPD_KGAnMqgWITCVd_QHLalJVJOWy_tcF[iBoSmQG_H?GO]D?SMH]@@BWJYHCqDqUAGbmDENNO`PchJI?wd_S_?OCHIQYwY?JqS[_Aau{`qHyeoCccWkG@]GR|CLGDGcIMPOOT\_UOGwOG`HwB{csk???_KU][eS{OAqGeO?MO_qMxD\X?bX?IK|hCxJVOE?RkBacBsfd?WFm?PcFyVdGxY@abAR?DBdAEYo?_glogUGcW?@Pg_ovvjzAUTCZp_ZAU_@`w_??C}F[OQPABg[OSbeR\@OpsOxN@GVXSA@O`QOXijU?DTZ@hPS^k,92,35.059607166421614,46,-70.52021515225216,8.37878480682705,45.55598259791965,-37.1771977910926,1.4835164835164836,2,1,147.76068927128205,-149.24420575479854
~?@\x~RmjMJWuiX]hd`qf[Mi{qBzkxXWRf?[hpH|TnBpEA\iU@~fi_~YQ~zSrREGwoVrhmHig\PnpawYV`yZNy?UjJ@pMwHtVh`Y]ZGSGR?dBXO[`UI@An\BKm~pkP`^QApro{oHsyCevslj`DMWR~JEY[BRnizcy{ZzFWWpu@C}Q\[|X@jX@mZWMyl{h]dDqgnxearkP]B@gBHmwcoToryd_GNPIDnLhW@sTdJrJ\cDvr{[NlsHmy^Wr[D`jRAhfl~p}K}mFuFV^UuhB]jggdMCX^DPT?gJC\a^YU~^MWqLlIsl~aTUbUjNmSYq@uUyVbnbaCFhY?pLSRiDF`TLoysuyHjbdbaiP^h~abraGiXrpUQN[qu`{GaCE{FSw_pttuhHdrn`VDVpGeVGr_SE~}[@Q_|SzY{yjwHPgQM~BUAt}A`k@fLcL`^fRpXQSjL|\GYANxTE}krz\xx_bX^ZK}jh{iO]FrSRMAIH~jnQCtrqcahMBDLyywEP~I?~mwWbVf\dnTLy{MrvDeTmFC^`VgaCAr^r|@ZCxT\OFVFpz{TeoSnBpntOC[nMDb^hEyvHQwUzGYoVX`JZhzr@~ZWie]~quhVXOTUnDC{^qGx]J|`@xLTlu]rlQ^vuV_rs[OuvCCx{~{FarE\{frwcJHIrM^JZIR^p]sLi`ElvoPwOXHp^G}E[OQlMCRkBRnVgMxxV{vFLMGOsXfXbj,93,47.60598347217092,46,-83.01432042554548,8.896556925693476,46.3039196339334,-37.40736270823992,1.4021739130434783,2,1,136.9289131480874,-138.33108706113086
~?@]PA?A?C?gW_PD?E?ab?OH???CQ_IO?E?WOg?CA_?QSGOCRE_OCD?HG?`_@QOg?O?NO??G@P?QCGG??cPbQpa??G?Abg_?_?KaGBEGIA?GGEo???CP?QQ?BP?AA@a?OAH_?XM?i?G??DI?D?pOG`pPCC_AC??IhC`?P??O???oG?iC??AGEG?GeB?@oCC?GgO`?eR@?Q???@P`P?ATACQW?OC?A@??DA???PG?QO??@UC???A?_OC_MC?GGCg_@g?A?e_COOXOKOOPPCYgH?k?AAQGa?___e?G??DOoGCiKACka_Gg???ECAAHOI?cH?aA???H?WPGkG?y????Po_??cIA?C???CA??_oRW?????TMO??W?GA????CkrG?C?BGeK_oC??OC_AA@@??C?AGCIwC_CG_GPK?gC?WA?CK_w???cO??`???GO?@Kgya`??ISAoG?T_SP?G?OGEOkE?@FGG?IC_I_GoQBbK`???B_????OFk_?SO????GGGY`EACADOCG?CC?O??GEMAGaOA?aGG?o??D?KOCQ_qCoG?RG`xkoCDoag?L_a???OQ?GAGC_OAIBG?@?b?_DGIoEW?oMCOQcG?C_iCGS?g?_??A?C?DHGOCoC@OgF??CU_KW?_AH?C???WRGKECCcgAOS????@G?TX?kEwBaaG_?S_S??bFEaK@?????a@@??@C?EEA_LGfGA?Q_?I_OGIO?CcU@?o,94,18.843644281013255,47,-55.1999935200203,7.15219262887444,45.881254616832884,-38.729061987958445,1.6666666666666667,3,2,5.367194657893987,-7.033861324560654
~?@^\|~qyj`nHwzZ^N{BLPTizVGlyjQjIy^Erj]dVIYsvev}j[@UXmzn~sdseMcUqUx@ymebooVApO[TCg?bY}y_~ZZH}|t_SSNpudbzySTQUAmjB}WrJFGs]szNy}v]kDTtz^]{NnOuEGts{BUum\tF|ydix{l?{JpoZc\zs|If~F~Ph`Wp}EkF\VYuE~N]\C}?XDJsvPO_T{Pw\DVK~~~|POX^xUwUUNO[EHbLgN{}qHEI|JdFMmhtjZfZq]e\Z}vvuTyvn\SgGKwkJvIdCO^BLPymvPFJWt~n|~hYdszvh\KsESwaJ^^FWZ{eJz}e^tnUF?cJv{nJ^g~njJlDeJr^zgzC~TUheYOz|l`V]oj[_vga@DVf__|ZDRn{ymnnENpqGc~~fLep^KNn@psxtyjkRab}zz{lyquFb[kN[kqdUg`ll~J[l@rf}]{mdKPv\~_}XKSv}ONRaz}dWxI`DIBj~Ui]w|UjTxHkueRtxy~WHu\]RYVheKR`BPWZFMvoIcXnneL^uq]I^j~MPJ}^cowi\evKvzZZVLzwZmXlV?cr_ruXrfFRlSrzZqpE^FmDvzqXElrtf[bLYm[okLztL|kekVbdslzjNL}}OWketIV\y}omhYY}kNs|qHCxMM}JjnE}{ZPdHc}uE`~kYNTzGfK^ziMmTFhf_|fsQne]^Buzws{[unaZVvziwkZvvtc|uMQfuq[FmiDwnXByRRgFVaAYLZBvyrm`f~{jYJDXeLrv_,95,53.602368268293105,47,-89.90700855346044,8.94087896462202,47.32569544299764,-38.384816478375626,1.297872340425532,2,1,134.9295967424115,-136.22746908283702
~?@_GaFDqqm{pIPTEjFB]`hjYskR}QAGUD\u?U}UbtHO}p^bh?fsZMPAavoT[N`GPmLYNB[^smW?I_?jbSJxCCKk{q{vrp_U^HohWuYaMIfTjpFkqSH\JCeFcGgEB`C|]xcdQZQZOfG@|YbpQJDMaTPR\LiAe_s\iH|c_JK@d|?A}cKcGVbd{jXckd]qGO?FWMioCD?mKPbqVC?OGqjuqKYsI`?o[PDShWvqy~JV``Qk@NDH|_cqvvLUgBjeddIblQFCQMshPi@vbTYF_UCLHeCrIFAkPzBcjo^rAhP?GvbGhvrysRQSJ\rU`KhBHw@eWl[FPtX^FgciGW[i?pnuIAqm_OLqiomzmzL\l[ebLE^tnINVpRum??ntGo?fE_}y\AkdYNdyLuTsZkh_oop{qcsI`YoqmmKsW@Q?BCIRpPLrFeMa`Z@DLbDEiXgb?uFeO|DCRnNPaCPr[mY[RaS@gIAogP?[JRiFdHC\?uwzECT^]CkTAZip[@Z?^cJiCGES_~sAPszAPd?HqEDR@BnVypDLmUfLtIB_gMVUGlzggtcAoK^p@nbFDtTqELhMSAEDoGMXoCCcO~oJCPAEDrO@RLYGTBFgzTenIIc`q`}bUlYKjM?^i?Zk?j~kJvgeGQ_dtaYe?luhupSzQodCrC?aeYoDw[KWR_cCphQnTdrTJxJbMBsWKCTBkCNq|_DcAYDA_hkcy@RDe]smYpIeyergns@]N@CGkI\O^gYCKo@yamvIXLBcqWGZyjOD?PwP,96,42.75733454298509,48,-80.01054019817613,9.076419310711339,47.72438759815133,-38.647968287439994,1.4526315789473685,2,1,147.8416616240595,-149.29429320300687
~?@`gKPiCrA?[GY`CgPfqO^cwqiWSUs_g?Gk?zaEPB?gW]C?BRs__AzcwTDaOo?mE]BrFkMHm{_Dkm@?_{iTqtwovGCggaGQeRAPYkd`ODOObHapqt[dcTU?a`vO?lbVOHaLOILPdkblaCnAcGCWM`_dS?jotqiGwV?wVY}]wDKrTdEEcLqgAWN`GK?ttoJpSOOQtGqPEXAQCBxScpLBm_BcADMBTwS@xTdACXYsiOP~OjoB@foe@SRE?NpaemaBGgBimx?boCfGyA^yC}NqhoA[JANY}Dw?OEVbo_?BGe`cJg`DljCu_bVs[L{nZrwa_iG|YMBdLcBkeQSOSsEoWzEe?gW@@k@wXOAhdhakvY]o_aHOxDdRj?FcLSAmXt^@B|@JaozXpQpwJfbxF?L`Oo\^qfyVrSvzjQh?GX{HWKgUOd?`CcAPLCiSKADImk_AXHE?[R@GK`aL?BhSBCQCR?}LKKbENdG_{SAPO@UHh?hoDZ^oPUa^AQsN?dQD`R@NcQtb{yt\XbK?fMOnSn?olMtDODp|OiIsEgh@KGPPVqb^gxHGD`@ov_rdQ~lHEKOsu`_KwkDA?a{i?U@zi_cXil|qMichPA?JEry??|QXpAAmg_cAOXqDPDNKpBEHWASKw?Y_@ImaQAOW_Q`hpsIsOu_?caPj@SjB{IP@OiFIZAUtSiaQUDqKKt}OAJHIFaS\@KnMu]?~W_|kjQhIxd_EO?BjBstdc_?sqgGbGogABPEKKWKI[OO?OOG[p@P^G?CxaG}O?gO?uTIx,97,38.85233729421303,48,-76.05437832308031,8.57373383523082,48.06392192712287,-39.49018809189205,1.3854166666666667,2,1,154.00870011044427,-155.39411677711092
~?@aG_?LGaPEACKARoYaB@EAAUGAe_@B?DG?GP|iK?P@V?e?_cRgqrF{AF?Ga@AGgGQYo@GWANMwQSATKgM@D?@_@ObHC{GS`cA_?@`dDD_XRMI|oIH_HGCq?LWg`gYObe_?HC?OSGBxDBA??O?B_KCCOGAA?A?B@TSBTK?KOHOO??OISCESEQ?Lp?gUg@@BOG@AE?OBa__oUCwIKY_??@aEG?_@@UIB]IcSS?XMIFMGa?E?d_?OCKDg@q@?L???`CKy?Y???OXKZG??O_OC??GCGBQXu_?Ho@oAKCO_T?WKCB@KGKMA_xaBg_c@?AG`?AQOPI?cGoE@@CW_`o?g?`BMkja?BsA?{H[o@A@aWSAC?`GgHCE?OGK??hI?OpE_?OG?ACoRDOa?[QX?_PA??BXA?U_c?TGH@cMXOUGKmD\_{_CA?AOcbAW?@MO@_CCXKaBtg`?H?LoCGGcSA_?T_sgSW?c[oGgO@?hmWCE@_P?GOP@?_`w|I_AEOEHc?Uw?GP?AscEE_MLYC@B?]_G?Pi?_cYACQ?gSaUtGcOWC_Fi{?IDSC???@M?_?g?DcO?@w_?CGQ[TwDKgid__@_??G?@ZC@HuAgPK?CkLpGOKsGcE@_O?G?@OO`pDHxSG@WK|@_SA?iG@`C_b?OCgYW?scGME?EwqPa?^RI?A?C@Ci?_AhROlj_@wP?Aq?iA@KvFA@|CoVpodCAaaC?O?___cHT??P`g@AOQ?G?w@SCiBEPDC?AoBh`d?[D?gOdsGEDhGMEE?BC|??g?CqG@u?Jc_HK?GDA?f?,98,26.881370079344308,49,-65.03251227754821,8.081836899631906,48.23036455405834,-40.14852765442643,1.6082474226804124,3,2,6.375683651156294,-7.983931073836706
